t_sim_s,step,x,y,z,yaw,vx,vy,vz
0.0,1,-4.242730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
0.2,2,-4.172730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
0.4,3,-4.1027301406860355,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
0.6000000000000001,4,-4.032730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
0.8,5,-3.9627301406860354,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
1.0,6,-3.892730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
1.2000000000000002,7,-3.8227301406860352,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
1.4000000000000001,8,-3.752730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
1.6,9,-3.682730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
1.8,10,-3.6127301406860353,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
2.0,11,-3.542730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
2.2,12,-3.472730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
2.4000000000000004,13,-3.4027301406860353,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
2.6,14,-3.332730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
2.8000000000000003,15,-3.262730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
3.0,16,-3.1927301406860353,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
3.2,17,-3.122730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
3.4000000000000004,18,-3.052730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
3.6,19,-2.9827301406860354,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
3.8000000000000003,20,-2.912730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
4.0,21,-2.8427301406860352,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
4.2,22,-2.7727301406860354,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
4.4,23,-2.702730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
4.6000000000000005,24,-2.632730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
4.800000000000001,25,-2.562730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
5.0,26,-2.492730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
5.2,27,-2.4227301406860353,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
5.4,28,-2.3527301406860355,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
5.6000000000000005,29,-2.282730140686035,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
5.800000000000001,30,-2.212730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
6.0,31,-2.1427301406860355,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
6.2,32,-2.0727301406860352,-7.300879955291748,0.4,0.0,0.3499999999999999,0.0,0.0
6.4,33,-2.0027301406860354,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
6.6000000000000005,34,-1.932730140686035,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
6.800000000000001,35,-1.8627301406860353,-7.300879955291748,0.4,0.0,0.35,0.0,0.0
7.0,36,-1.8427302837371826,-7.250879812240601,0.4,1.5707963267948966,0.0,0.35,0.0
7.2,37,-1.8427302837371826,-7.180879812240601,0.4,1.5707963267948966,0.0,0.35,0.0
7.4,38,-1.8427302837371826,-7.110879812240601,0.4,1.5707963267948966,0.0,0.35,0.0
7.6000000000000005,39,-1.8427302837371826,-7.0408798122406,0.4,1.5707963267948966,0.0,0.35,0.0
7.800000000000001,40,-1.8127298545837403,-7.000880241394043,0.4,0.0,0.3499999999999999,0.0,0.0
8.0,41,-1.7427301406860352,-7.000879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
8.200000000000001,42,-1.7427301406860352,-6.930879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
8.4,43,-1.7427301406860352,-6.8608799552917485,0.4,1.5707963267948966,0.0,0.35,0.0
8.6,44,-1.7427301406860352,-6.790879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
8.8,45,-1.7427301406860352,-6.720879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
9.0,46,-1.6927300453186036,-6.70088005065918,0.4,0.0,0.35,0.0,0.0
9.200000000000001,47,-1.6427302360534668,-6.680879859924316,0.4,1.5707963267948966,0.0,0.35,0.0
9.4,48,-1.6427302360534668,-6.610879859924316,0.4,1.5707963267948966,0.0,0.35,0.0
9.600000000000001,49,-1.5827299499511716,-6.600880146026611,0.4,0.0,0.3499999999999999,0.0,0.0
9.8,50,-1.5427300930023193,-6.570880002975464,0.4,1.5707963267948966,0.0,0.35,0.0
10.0,51,-1.5427298545837402,-6.500880241394043,0.4,0.0,0.35,0.0,0.0
10.200000000000001,52,-1.47272985458374,-6.500880241394043,0.4,0.0,0.35,0.0,0.0
10.4,53,-1.4027298545837406,-6.500880241394043,0.4,0.0,0.3499999999999999,0.0,0.0
10.600000000000001,54,-1.3327298545837398,-6.500880241394043,0.4,0.0,0.35,0.0,0.0
10.8,55,-1.2627298545837404,-6.500880241394043,0.4,0.0,0.35,0.0,0.0
11.0,56,-1.2427301406860352,-6.450879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
11.200000000000001,57,-1.2227302360534669,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
11.4,58,-1.152730236053467,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
11.600000000000001,59,-1.0827302360534663,-6.400879859924316,0.4,0.0,0.35,0.0,0.0
11.8,60,-1.0427303314208984,-6.370879764556885,0.4,1.5707963267948966,0.0,0.35,0.0
12.0,61,-1.0427301406860359,-6.300879955291748,0.4,0.0,0.35,0.0,0.0
12.200000000000001,62,-0.9727301406860347,-6.300879955291748,0.4,0.0,0.35,0.0,0.0
12.4,63,-0.9027301406860353,-6.300879955291748,0.4,0.0,0.35,0.0,0.0
12.600000000000001,64,-0.8427300453186035,-6.2908800506591795,0.4,1.5707963267948966,0.0,0.35,0.0
12.8,65,-0.8427300453186035,-6.22088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
13.0,66,-0.8427300453186035,-6.15088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
13.200000000000001,67,-0.8427300453186035,-6.08088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
13.4,68,-0.8427300453186035,-6.01088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
13.600000000000001,69,-0.8427300453186035,-5.94088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
13.8,70,-0.8427300453186035,-5.87088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
14.0,71,-0.8427300453186035,-5.80088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
14.200000000000001,72,-0.8427300453186035,-5.73088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
14.4,73,-0.8027300453186035,-5.70088005065918,0.4,0.0,0.35,0.0,0.0
14.600000000000001,74,-0.7427301406860352,-5.690879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
14.8,75,-0.7427301406860352,-5.620879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
15.0,76,-0.7927303314208984,-5.600880146026611,0.4,3.141592653589793,-0.35,0.0,0.0
15.200000000000001,77,-0.8427300453186035,-5.580879859924316,0.4,1.5707963267948966,0.0,0.35,0.0
15.4,78,-0.8427300453186035,-5.510879859924317,0.4,1.5707963267948966,0.0,0.35,0.0
15.600000000000001,79,-0.90273042678833,-5.500880241394043,0.4,3.141592653589793,-0.35,0.0,0.0
15.8,80,-0.9427299499511719,-5.4708797645568845,0.4,1.5707963267948966,0.0,0.35,0.0
16.0,81,-0.9427300453186032,-5.400879859924316,0.4,3.141592653589793,-0.35,0.0,0.0
16.2,82,-1.0127300453186026,-5.400879859924316,0.4,3.141592653589793,-0.35,0.0,0.0
16.400000000000002,83,-1.0427303314208984,-5.360880146026611,0.4,1.5707963267948966,0.0,0.35,0.0
16.6,84,-1.0427303314208984,-5.290880146026611,0.4,1.5707963267948966,0.0,0.35,0.0
16.8,85,-1.0427303314208984,-5.220880146026611,0.4,1.5707963267948966,0.0,0.35,0.0
17.0,86,-1.0427303314208984,-5.150880146026612,0.4,1.5707963267948966,0.0,0.35,0.0
17.2,87,-1.022730808258057,-5.100879669189453,0.4,0.0,0.35,0.0,0.0
17.400000000000002,88,-0.9527308082580559,-5.100879669189453,0.4,0.0,0.35,0.0,0.0
17.6,89,-0.9427299499511719,-5.040880527496338,0.4,1.5707963267948966,0.0,0.35,0.0
17.8,90,-0.9727296638488765,-5.000880241394043,0.4,3.141592653589793,-0.35,0.0,0.0
18.0,91,-1.0427296638488768,-5.000880241394043,0.4,3.141592653589793,-0.35,0.0,0.0
18.2,92,-1.0427303314208984,-4.930880908966065,0.4,1.5707963267948966,0.0,0.35,0.0
18.400000000000002,93,-1.0827292823791508,-4.900879859924316,0.4,3.141592653589793,-0.35,0.0,0.0
18.6,94,-1.1427302360534668,-4.890880813598633,0.4,1.5707963267948966,0.0,0.35,0.0
18.8,95,-1.1427302360534668,-4.820880813598633,0.4,1.5707963267948966,0.0,0.35,0.0
19.0,96,-1.1927293777465815,-4.800879955291748,0.4,3.141592653589793,-0.35,0.0,0.0
19.200000000000003,97,-1.2427301406860352,-4.7808807182312005,0.4,1.5707963267948966,0.0,0.35,0.0
19.400000000000002,98,-1.2427301406860352,-4.710880718231201,0.4,1.5707963267948966,0.0,0.35,0.0
19.6,99,-1.302729473114014,-4.70088005065918,0.4,3.141592653589793,-0.35,0.0,0.0
19.8,100,-1.3427300453186035,-4.67088062286377,0.4,1.5707963267948966,0.0,0.35,0.0
20.0,101,-1.3427300453186035,-4.6008806228637695,0.4,1.5707963267948966,0.0,0.35,0.0
20.200000000000003,102,-1.3427300453186035,-4.530880622863769,0.4,1.5707963267948966,0.0,0.35,0.0
20.400000000000002,103,-1.3427300453186035,-4.460880622863769,0.4,1.5707963267948966,0.0,0.35,0.0
20.6,104,-1.3427300453186035,-4.39088062286377,0.4,1.5707963267948966,0.0,0.35,0.0
20.8,105,-1.3427300453186035,-4.32088062286377,0.4,1.5707963267948966,0.0,0.35,0.0
21.0,106,-1.3427300453186035,-4.25088062286377,0.4,1.5707963267948966,0.0,0.35,0.0
21.200000000000003,107,-1.3227306175231925,-4.20088005065918,0.4,0.0,0.35,0.0,0.0
21.400000000000002,108,-1.2527306175231931,-4.20088005065918,0.4,0.0,0.35,0.0,0.0
21.6,109,-1.2427301406860352,-4.140880527496338,0.4,1.5707963267948966,0.0,0.35,0.0
21.8,110,-1.21273099899292,-4.100879669189453,0.4,0.0,0.35,0.0,0.0
22.0,111,-1.1427309989929206,-4.100879669189453,0.4,0.0,0.35,0.0,0.0
22.200000000000003,112,-1.1427302360534668,-4.030880432128906,0.4,1.5707963267948966,0.0,0.35,0.0
22.400000000000002,113,-1.1027304267883302,-4.000880241394043,0.4,0.0,0.35,0.0,0.0
22.6,114,-1.03273042678833,-4.000880241394043,0.4,0.0,0.35,0.0,0.0
22.8,115,-0.9627304267883305,-4.000880241394043,0.4,0.0,0.35,0.0,0.0
