t_sim_s,step,x,y,z,yaw,vx,vy,vz
0.0,1,1.6572699546813965,-3.7008800506591797,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0
0.2,2,1.6572699546813965,-3.63088005065918,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0
0.4,3,1.697269811630249,-3.6008799076080322,0.4,0.0,0.35,0.0,0.0
0.6000000000000001,4,1.767269811630249,-3.6008799076080322,0.4,0.0,0.35,0.0,0.0
0.8,5,1.837269811630249,-3.6008799076080322,0.4,0.0,0.35,0.0,0.0
1.0,6,1.9072698116302491,-3.6008799076080322,0.4,0.0,0.35,0.0,0.0
1.2000000000000002,7,1.9572696685791016,-3.580879764556885,0.4,1.5707963267948966,0.0,0.35,0.0
1.4000000000000001,8,1.9572696685791016,-3.5108797645568846,0.4,1.5707963267948966,0.0,0.35,0.0
1.6,9,2.0172699069976807,-3.500880002975464,0.4,0.0,0.35,0.0,0.0
1.8,10,2.0872699069976806,-3.500880002975464,0.4,0.0,0.35,0.0,0.0
2.0,11,2.157269906997681,-3.500880002975464,0.4,0.0,0.35,0.0,0.0
2.2,12,2.1572699546813965,-3.4308800506591797,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0
2.4000000000000004,13,2.1572699546813965,-3.36088005065918,0.4,1.5707963267948966,0.0,0.35,0.0
2.6,14,2.167269859313965,-3.300879955291748,0.4,0.0,0.35,0.0,0.0
2.8000000000000003,15,2.237269859313965,-3.300879955291748,0.4,0.0,0.35,0.0,0.0
3.0,16,2.257269859313965,-3.2508799552917482,0.4,1.5707963267948966,0.0,0.35,0.0
3.2,17,2.257269859313965,-3.180879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
3.4000000000000004,18,2.257269859313965,-3.110879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
3.6,19,2.317270050048828,-3.1008801460266113,0.4,0.0,0.35,0.0,0.0
3.8000000000000003,20,2.357269763946533,-3.0708798599243163,0.4,1.5707963267948966,0.0,0.35,0.0
4.0,21,2.357269763946533,-3.0008798599243165,0.4,1.5707963267948966,0.0,0.35,0.0
4.2,22,2.287269859313965,-3.0008797645568848,0.4,3.141592653589793,-0.35,0.0,0.0
4.4,23,2.257269859313965,-2.9608797645568847,0.4,1.5707963267948966,0.0,0.35,0.0
4.6000000000000005,24,2.247269763946533,-2.9008798599243164,0.4,3.141592653589793,-0.35,0.0,0.0
4.800000000000001,25,2.177269763946533,-2.9008798599243164,0.4,3.141592653589793,-0.35,0.0,0.0
5.0,26,2.1572699546813965,-2.9508800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.2,27,2.1572699546813965,-3.0208800506591795,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.4,28,2.1572699546813965,-3.0908800506591794,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.6000000000000005,29,2.1572699546813965,-3.1608800506591797,0.4,-1.5707963267948966,0.0,-0.35,0.0
5.800000000000001,30,2.1272699546813962,-3.2008800506591797,0.4,3.141592653589793,-0.35,0.0,0.0
6.0,31,2.057270050048828,-3.200880146026611,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.2,32,2.057270050048828,-3.2708801460266113,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.4,33,2.057270050048828,-3.340880146026611,0.4,-1.5707963267948966,0.0,-0.35,0.0
6.6000000000000005,34,2.047269763946533,-3.4008798599243164,0.4,3.141592653589793,-0.35,0.0,0.0
6.800000000000001,35,1.9772697639465333,-3.4008798599243164,0.4,3.141592653589793,-0.35,0.0,0.0
7.0,36,1.9572696685791016,-3.3508799552917483,0.4,1.5707963267948966,0.0,0.35,0.0
7.2,37,1.9572696685791016,-3.280879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
7.4,38,1.9572696685791016,-3.210879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
7.6000000000000005,39,1.9572696685791016,-3.140879955291748,0.4,1.5707963267948966,0.0,0.35,0.0
7.800000000000001,40,1.9872698593139648,-3.1008801460266113,0.4,0.0,0.35,0.0,0.0
8.0,41,2.0572698593139647,-3.1008801460266113,0.4,0.0,0.35,0.0,0.0
8.200000000000001,42,2.057270050048828,-3.0308803367614745,0.4,1.5707963267948966,0.0,0.35,0.0
8.4,43,2.057270050048828,-2.9608803367614747,0.4,1.5707963267948966,0.0,0.35,0.0
8.6,44,2.057270050048828,-2.890880336761475,0.4,1.5707963267948966,0.0,0.35,0.0
8.8,45,2.057270050048828,-2.8208803367614745,0.4,1.5707963267948966,0.0,0.35,0.0
9.0,46,2.1072696685791015,-2.800879955291748,0.4,0.0,0.35,0.0,0.0
9.200000000000001,47,2.137270240783691,-2.800879955291748,0.4,3.141592653589793,-0.35,0.0,0.0
9.4,48,2.0672702407836914,-2.800879955291748,0.4,3.141592653589793,-0.35,0.0,0.0
9.600000000000001,49,2.057270050048828,-2.740880146026611,0.4,1.5707963267948966,0.0,0.35,0.0
9.8,50,2.0272701454162596,-2.7008800506591797,0.4,3.141592653589793,-0.35,0.0,0.0
10.0,51,1.9572701454162598,-2.7008800506591797,0.4,3.141592653589793,-0.35,0.0,0.0
10.200000000000001,52,1.9572696685791016,-2.7708795738220218,0.4,-1.5707963267948966,0.0,-0.35,0.0
10.4,53,1.9572696685791016,-2.840879573822021,0.4,-1.5707963267948966,0.0,-0.35,0.0
10.600000000000001,54,1.9572696685791016,-2.910879573822022,0.4,-1.5707963267948966,0.0,-0.35,0.0
10.8,55,1.9572696685791016,-2.9808795738220213,0.4,-1.5707963267948966,0.0,-0.35,0.0
11.0,56,1.9072698593139652,-3.0008797645568848,0.4,3.141592653589793,-0.35,0.0,0.0
11.200000000000001,57,1.8572697639465332,-3.020879669189453,0.4,-1.5707963267948966,0.0,-0.35,0.0
11.4,58,1.8572697639465332,-3.090879669189453,0.4,-1.5707963267948966,0.0,-0.35,0.0
11.600000000000001,59,1.8572697639465332,-3.1608796691894536,0.4,-1.5707963267948966,0.0,-0.35,0.0
11.8,60,1.8572697639465332,-3.230879669189453,0.4,-1.5707963267948966,0.0,-0.35,0.0
12.0,61,1.8572697639465332,-3.3008796691894524,0.4,-1.5707963267948966,0.0,-0.35,0.0
12.200000000000001,62,1.8572697639465332,-3.3708796691894536,0.4,-1.5707963267948966,0.0,-0.35,0.0
12.4,63,1.8572697639465332,-3.440879669189453,0.4,-1.5707963267948966,0.0,-0.3499999999999999,0.0
12.600000000000001,64,1.8472700977325438,-3.500880002975464,0.4,3.141592653589793,-0.35,0.0,0.0
12.8,65,1.7772700977325444,-3.500880002975464,0.4,3.141592653589793,-0.35,0.0,0.0
13.0,66,1.7572698593139648,-3.450880241394043,0.4,1.5707963267948966,0.0,0.3499999999999999,0.0
13.200000000000001,67,1.7572698593139648,-3.380880241394043,0.4,1.5707963267948966,0.0,0.35,0.0
13.4,68,1.7572698593139648,-3.3108802413940435,0.4,1.5707963267948966,0.0,0.35,0.0
13.600000000000001,69,1.7572698593139648,-3.240880241394043,0.4,1.5707963267948966,0.0,0.35,0.0
