steady_ns,query_id,cell_index,x,y,service_u,service_v,internal_u,internal_v
61834624823829,1,30,-7.1000003814697266,-7.4300003051757812,0.010095,-0.017982000000000001,0.010095000267028809,-0.017982000485062599
61834624823829,1,31,-6.8000001907348633,-7.4300003051757812,0.018474000000000001,-0.020983999999999999,0.018473999574780464,-0.020983999595046043
61834624823829,1,32,-6.5,-7.4300003051757812,0.024070000000000001,-0.026199,0.024070000275969505,-0.026198999956250191
61834624823829,1,33,-6.2000002861022949,-7.4300003051757812,0.016933,-0.033295999999999999,0.016932999715209007,-0.033296000212430954
61834624823829,1,34,-5.9000000953674316,-7.4300003051757812,0.010052999999999999,-0.036277999999999998,0.010053000412881374,-0.036277998238801956
61834624823829,1,35,-5.6000003814697266,-7.4300003051757812,0.0042465000000000003,-0.035610000000000003,0.0042464998550713062,-0.035610001534223557
61834624823829,1,36,-5.3000001907348633,-7.4300003051757812,0.0011447,-0.033813999999999997,0.0011446999851614237,-0.033814001828432083
61834624823829,1,37,-5,-7.4300003051757812,-0.00018298000000000001,-0.033050999999999997,-0.00018298000213690102,-0.033050999045372009
61834624823829,1,40,-4.1000003814697266,-7.4300003051757812,0.016119000000000001,-0.063467999999999997,0.016118999570608139,-0.063468001782894135
61834624823829,1,41,-3.7999999523162842,-7.4300003051757812,0.024820999999999999,-0.078319,0.024821000173687935,-0.078318998217582703
61834624823829,1,42,-3.5,-7.4300003051757812,0.010732999999999999,-0.063788999999999998,0.010733000002801418,-0.063789002597332001
61834624823829,1,43,-3.1999998092651367,-7.4300003051757812,0.012366,-0.061973,0.012365999631583691,-0.061973001807928085
61834624823829,1,44,-2.9000000953674316,-7.4300003051757812,0.0084802000000000002,-0.062950999999999993,0.0084801996126770973,-0.062950998544692993
61834624823829,1,49,-1.4000000953674316,-7.4300003051757812,4.9601000000000002e-06,2.0458e-05,4.9600998863752466e-06,2.0457999198697507e-05
61834624823829,1,50,-1.0999999046325684,-7.4300003051757812,1.5207e-05,1.5702999999999999e-05,1.5206999705696944e-05,1.5703000826761127e-05
61834624823829,1,51,-0.79999971389770508,-7.4300003051757812,-4.1717000000000002e-06,1.4565e-05,-4.1716998566698749e-06,1.4565000128641259e-05
61834624823829,1,52,-0.5,-7.4300003051757812,-1.3169e-05,1.3005e-05,-1.3169000339985359e-05,1.3005000255361665e-05
61834624823829,1,53,-0.19999980926513672,-7.4300003051757812,-2.5151e-05,9.7529999999999996e-06,-2.5150999135803431e-05,9.7530000857659616e-06
61834624823829,1,54,0.099999904632568359,-7.4300003051757812,-2.3268000000000002e-05,1.4364e-05,-2.3267999495146796e-05,1.4363999980560038e-05
61834624823829,1,55,0.40000009536743164,-7.4300003051757812,-1.3946e-05,1.0317e-05,-1.3945999853604008e-05,1.0316999578208197e-05
61834624823829,1,56,0.69999980926513672,-7.4300003051757812,-4.6412999999999999e-06,7.3983e-06,-4.6413001655309927e-06,7.3983001129818149e-06
61834624823829,1,59,-7.1000003814697266,-7.130000114440918,0.0071250000000000003,-0.027927,0.0071250000037252903,-0.02792700007557869
61834624823829,1,60,-6.8000001907348633,-7.130000114440918,0.01315,-0.033114999999999999,0.013150000013411045,-0.033114999532699585
61834624823829,1,61,-6.5,-7.130000114440918,0.016455999999999998,-0.040067999999999999,0.016456000506877899,-0.040068000555038452
61834624823829,1,62,-6.2000002861022949,-7.130000114440918,0.012605999999999999,-0.043673999999999998,0.01260599959641695,-0.043673999607563019
61834624823829,1,63,-5.9000000953674316,-7.130000114440918,0.0081428000000000004,-0.047419999999999997,0.0081428000703454018,-0.047419998794794083
61834624823829,1,64,-5.6000003814697266,-7.130000114440918,0.0051339999999999997,-0.048349000000000003,0.005133999977260828,-0.048349000513553619
61834624823829,1,65,-5.3000001907348633,-7.130000114440918,0.0028319999999999999,-0.047509999999999997,0.0028319999109953642,-0.047510001808404922
61834624823829,1,66,-5,-7.130000114440918,0.0015384999999999999,-0.046929999999999999,0.0015384999569505453,-0.046930000185966492
61834624823829,1,69,-4.1000003814697266,-7.130000114440918,0.010684000000000001,-0.060822000000000001,0.010684000328183174,-0.060821998864412308
61834624823829,1,70,-3.7999999523162842,-7.130000114440918,0.011745,-0.070852999999999999,0.011745000258088112,-0.070853002369403839
61834624823829,1,71,-3.5,-7.130000114440918,0.010036,-0.081944000000000003,0.010036000050604343,-0.081944003701210022
61834624823829,1,72,-3.1999998092651367,-7.130000114440918,0.036985999999999998,-0.087686,0.036986000835895538,-0.087686002254486084
61834624823829,1,73,-2.9000000953674316,-7.130000114440918,0.039938000000000001,-0.024916000000000001,0.039937999099493027,-0.024916000664234161
61834624823829,1,74,-2.5999999046325684,-7.130000114440918,-0.017610000000000001,-0.055725999999999998,-0.017610000446438789,-0.055725999176502228
61834624823829,1,78,-1.4000000953674316,-7.130000114440918,1.3141e-08,4.6576000000000003e-05,1.3141000287930638e-08,4.6575998567277566e-05
61834624823829,1,79,-1.0999999046325684,-7.130000114440918,-6.1932999999999996e-06,2.3575e-05,-6.1933001234137919e-06,2.3574999431730248e-05
61834624823829,1,80,-0.79999971389770508,-7.130000114440918,-5.0158999999999997e-06,3.6690999999999998e-05,-5.015900114813121e-06,3.669099896796979e-05
61834624823829,1,81,-0.5,-7.130000114440918,-1.8406999999999998e-05,2.7424999999999999e-05,-1.840699951571878e-05,2.7424999643699266e-05
61834624823829,1,82,-0.19999980926513672,-7.130000114440918,-2.7540000000000001e-05,1.8943000000000001e-05,-2.7539999791770242e-05,1.8942999304272234e-05
61834624823829,1,83,0.099999904632568359,-7.130000114440918,-2.6151000000000001e-05,1.3461999999999999e-05,-2.6150999474339187e-05,1.3462000424624421e-05
61834624823829,1,84,0.40000009536743164,-7.130000114440918,-1.7203000000000001e-05,9.1793000000000004e-06,-1.7202999515575357e-05,9.1792999228346162e-06
61834624823829,1,85,0.69999980926513672,-7.130000114440918,-7.1620999999999996e-06,7.1779000000000003e-06,-7.1620997914578766e-06,7.1778999881644268e-06
61834624823829,1,88,-7.1000003814697266,-6.8299999237060547,0.0041549999999999998,-0.033828999999999998,0.0041550002060830593,-0.033828999847173691
61834624823829,1,89,-6.8000001907348633,-6.8299999237060547,0.0068491000000000003,-0.037383,0.0068490998819470406,-0.037383001297712326
61834624823829,1,90,-6.5,-6.8299999237060547,0.010361,-0.043715999999999998,0.010360999964177608,-0.043715998530387878
61834624823829,1,91,-6.2000002861022949,-6.8299999237060547,0.0092917999999999994,-0.049458000000000002,0.0092917997390031815,-0.049458000808954239
61834624823829,1,92,-5.9000000953674316,-6.8299999237060547,0.0059381,-0.051671000000000002,0.0059381001628935337,-0.051670998334884644
61834624823829,1,93,-5.6000003814697266,-6.8299999237060547,0.0044324000000000004,-0.053641000000000001,0.0044324002228677273,-0.053640998899936676
61834624823829,1,94,-5.3000001907348633,-6.8299999237060547,0.0038440000000000002,-0.054148000000000002,0.0038439999334514141,-0.054147999733686447
61834624823829,1,95,-5,-6.8299999237060547,0.0027958000000000002,-0.054457999999999999,0.0027958001010119915,-0.054457999765872955
61834624823829,1,98,-4.1000003814697266,-6.8299999237060547,0.0031017000000000002,-0.075476000000000001,0.003101699985563755,-0.075475998222827911
61834624823829,1,99,-3.7999999523162842,-6.8299999237060547,0.00040042000000000002,-0.083117999999999997,0.00040041998727247119,-0.083117999136447906
61834624823829,1,100,-3.5,-6.8299999237060547,-0.0018661000000000001,-0.094145000000000006,-0.001866100006736815,-0.094144999980926514
61834624823829,1,103,-2.5999999046325684,-6.8299999237060547,0.00091054000000000005,-0.12584000000000001,0.00091053999494761229,-0.12583999335765839
61834624823829,1,104,-2.3000001907348633,-6.8299999237060547,-0.0030906000000000002,-0.11963,-0.0030906000174582005,-0.11963000148534775
61834624823829,1,107,-1.4000000953674316,-6.8299999237060547,-1.1790000000000001e-05,8.5821000000000004e-05,-1.1789999916800298e-05,8.5820996901020408e-05
61834624823829,1,110,-0.5,-6.8299999237060547,-2.9553999999999999e-05,4.4904999999999998e-05,-2.9553999411291443e-05,4.4904998503625393e-05
61834624823829,1,111,-0.19999980926513672,-6.8299999237060547,-3.7747999999999998e-05,2.9196e-05,-3.7747999158455059e-05,2.9196000468800776e-05
61834624823829,1,112,0.099999904632568359,-6.8299999237060547,-3.2990000000000001e-05,1.7588000000000002e-05,-3.2989999454002827e-05,1.7587999536772259e-05
61834624823829,1,113,0.40000009536743164,-6.8299999237060547,-2.1294999999999999e-05,1.1606e-05,-2.1294999896781519e-05,1.1606000043684617e-05
61834624823829,1,114,0.69999980926513672,-6.8299999237060547,-8.8132000000000006e-06,8.4419999999999998e-06,-8.8132001110352576e-06,8.4419998529483564e-06
61834624823829,1,117,-7.1000003814697266,-6.5300002098083496,0.0017786,-0.038766000000000002,0.0017786000389605761,-0.038766000419855118
61834624823829,1,118,-6.8000001907348633,-6.5300002098083496,0.0029125000000000002,-0.041804000000000001,0.0029124999418854713,-0.041804000735282898
61834624823829,1,119,-6.5,-6.5300002098083496,0.0046058999999999996,-0.046036000000000001,0.0046059000305831432,-0.046036001294851303
61834624823829,1,120,-6.2000002861022949,-6.5300002098083496,0.0046737999999999997,-0.050996,0.0046737999655306339,-0.050996001809835434
61834624823829,1,121,-5.9000000953674316,-6.5300002098083496,0.0033054999999999998,-0.054814000000000002,0.0033054999075829983,-0.054813999682664871
61834624823829,1,122,-5.6000003814697266,-6.5300002098083496,0.0021354,-0.058013000000000002,0.0021353999618440866,-0.058012999594211578
61834624823829,1,123,-5.3000001907348633,-6.5300002098083496,0.0036254999999999998,-0.061025000000000003,0.0036255000159144402,-0.061025001108646393
61834624823829,1,124,-5,-6.5300002098083496,0.0024494,-0.062141000000000002,0.0024494000244885683,-0.062141001224517822
61834624823829,1,127,-4.1000003814697266,-6.5300002098083496,-0.0033907,-0.082796999999999996,-0.0033907000906765461,-0.08279699832201004
